sep=;
Nama;Kategori;Harga Beli;Harga Jual;Stok;Stok Minimum;Satuan;SKU;Barcode
Biskuit 150g Rasa-1 V883;Snack;33488;36334;187;18;pcs;SNA-0883;8990000000883
Kecap Asin Rasa-2 V884;Bumbu;33572;36471;240;24;kg;BUM-0884;8990000000884
Minyak Goreng 2L Rasa-3 V885;Sembako;33656;36608;53;5;ml;SEM-0885;8990000000885
Susu UHT Vanila V886;Susu;33740;36745;106;11;pcs;SUS-0886;8990000000886
Sikat Gigi Rasa-5 V887;Perawatan;33824;36882;159;17;kg;PER-0887;8990000000887
Tali Rasa-6 V888;Lain-lain;33908;37019;212;23;ml;LAI-0888;8990000000888
Pemutih Rasa-7 V889;Rumahan;33992;37156;25;4;pcs;RUM-0889;8990000000889
Otak-otak Rasa-8 V890;Beku;34076;37293;78;10;kg;BEK-0890;8990000000890
Indomie Goreng V891;Makanan;34160;37430;131;16;ml;MAK-0891;8990000000891
Teh Kotak Rasa-1 V892;Minuman;34244;37567;184;22;pcs;MIN-0892;8990000000892
Biskuit 150g Rasa-2 V893;Snack;34328;37704;237;3;kg;SNA-0893;8990000000893
Kecap Asin Rasa-3 V894;Bumbu;34412;37841;50;9;ml;BUM-0894;8990000000894
Minyak Goreng 2L Rasa-4 V895;Sembako;34496;37978;103;15;pcs;SEM-0895;8990000000895
Susu UHT Vanila V896;Susu;34580;38115;156;21;kg;SUS-0896;8990000000896
Sikat Gigi Rasa-6 V897;Perawatan;34664;38252;209;2;ml;PER-0897;8990000000897
Tali Rasa-7 V898;Lain-lain;34748;38389;22;8;pcs;LAI-0898;8990000000898
Pemutih Rasa-8 V899;Rumahan;34832;38526;75;14;kg;RUM-0899;8990000000899
Otak-otak Rasa-9 V900;Beku;34916;38663;128;20;ml;BEK-0900;8990000000900
Indomie Goreng V901;Makanan;35000;38800;181;1;pcs;MAK-0901;8990000000901
Teh Kotak Rasa-2 V902;Minuman;35084;38937;234;7;kg;MIN-0902;8990000000902
Biskuit 150g Rasa-3 V903;Snack;35168;39074;47;13;ml;SNA-0903;8990000000903
Kecap Asin Rasa-4 V904;Bumbu;35252;39211;100;19;pcs;BUM-0904;8990000000904
Minyak Goreng 2L Rasa-5 V905;Sembako;35336;39348;153;25;kg;SEM-0905;8990000000905
Susu UHT Vanila V906;Susu;35420;39485;206;6;ml;SUS-0906;8990000000906
Sikat Gigi Rasa-7 V907;Perawatan;39504;39622;19;12;pcs;PER-0907;8990000000907
Tali Rasa-8 V908;Lain-lain;39588;39759;72;18;kg;LAI-0908;8990000000908
Pemutih Rasa-9 V909;Rumahan;39672;39896;125;24;ml;RUM-0909;8990000000909
Otak-otak Rasa-1 V910;Beku;39756;40033;178;5;pcs;BEK-0910;8990000000910
Indomie Goreng V911;Makanan;39840;40170;231;11;kg;MAK-0911;8990000000911
Teh Kotak Rasa-3 V912;Minuman;39924;40307;44;17;ml;MIN-0912;8990000000912
Biskuit 150g Rasa-4 V913;Snack;40008;40444;97;23;pcs;SNA-0913;8990000000913
Kecap Asin Rasa-5 V914;Bumbu;40092;40581;150;4;kg;BUM-0914;8990000000914
Minyak Goreng 2L Rasa-6 V915;Sembako;40176;40718;203;10;ml;SEM-0915;8990000000915
Susu UHT Vanila V916;Susu;40260;40855;16;16;pcs;SUS-0916;8990000000916
Sikat Gigi Rasa-8 V917;Perawatan;40344;40992;69;22;kg;PER-0917;8990000000917
Tali Rasa-9 V918;Lain-lain;40428;41129;122;3;ml;LAI-0918;8990000000918
Pemutih Rasa-1 V919;Rumahan;40512;41266;175;9;pcs;RUM-0919;8990000000919
Otak-otak Rasa-2 V920;Beku;40596;41403;228;15;kg;BEK-0920;8990000000920
Indomie Goreng V921;Makanan;40680;41540;41;21;ml;MAK-0921;8990000000921
Teh Kotak Rasa-4 V922;Minuman;40764;41677;94;2;pcs;MIN-0922;8990000000922
Biskuit 150g Rasa-5 V923;Snack;40848;41814;147;8;kg;SNA-0923;8990000000923
Kecap Asin Rasa-6 V924;Bumbu;40932;41951;200;14;ml;BUM-0924;8990000000924
Minyak Goreng 2L Rasa-7 V925;Sembako;41016;42088;13;20;pcs;SEM-0925;8990000000925
Susu UHT Vanila V926;Susu;41100;42225;66;1;kg;SUS-0926;8990000000926
Sikat Gigi Rasa-9 V927;Perawatan;41184;42362;119;7;ml;PER-0927;8990000000927
Tali Rasa-1 V928;Lain-lain;41268;42499;172;13;pcs;LAI-0928;8990000000928
Pemutih Rasa-2 V929;Rumahan;41352;42636;225;19;kg;RUM-0929;8990000000929
Otak-otak Rasa-3 V930;Beku;41436;42773;38;25;ml;BEK-0930;8990000000930
Indomie Goreng V931;Makanan;41520;42910;91;6;pcs;MAK-0931;8990000000931
Teh Kotak Rasa-5 V932;Minuman;41604;43047;144;12;kg;MIN-0932;8990000000932
Biskuit 150g Rasa-6 V933;Snack;41688;43184;197;18;ml;SNA-0933;8990000000933
Kecap Asin Rasa-7 V934;Bumbu;41772;43321;10;24;pcs;BUM-0934;8990000000934
Minyak Goreng 2L Rasa-8 V935;Sembako;41856;43458;63;5;kg;SEM-0935;8990000000935
Susu UHT Vanila V936;Susu;41940;43595;116;11;ml;SUS-0936;8990000000936
Sikat Gigi Rasa-1 V937;Perawatan;42024;43732;169;17;pcs;PER-0937;8990000000937
Tali Rasa-2 V938;Lain-lain;42108;43869;222;23;kg;LAI-0938;8990000000938
Pemutih Rasa-3 V939;Rumahan;42192;44006;35;4;ml;RUM-0939;8990000000939
Otak-otak Rasa-4 V940;Beku;42276;44143;88;10;pcs;BEK-0940;8990000000940
Indomie Goreng V941;Makanan;42360;44280;141;16;kg;MAK-0941;8990000000941
Teh Kotak Rasa-6 V942;Minuman;42444;44417;194;22;ml;MIN-0942;8990000000942
Biskuit 150g Rasa-7 V943;Snack;400;1554;7;3;pcs;SNA-0943;8990000000943
Kecap Asin Rasa-8 V944;Bumbu;400;1691;60;9;kg;BUM-0944;8990000000944
Minyak Goreng 2L Rasa-9 V945;Sembako;400;1828;113;15;ml;SEM-0945;8990000000945
Susu UHT Vanila V946;Susu;400;1965;166;21;pcs;SUS-0946;8990000000946
Sikat Gigi Rasa-2 V947;Perawatan;400;2102;219;2;kg;PER-0947;8990000000947
Tali Rasa-3 V948;Lain-lain;400;2239;32;8;ml;LAI-0948;8990000000948
Pemutih Rasa-4 V949;Rumahan;400;2376;85;14;pcs;RUM-0949;8990000000949
Otak-otak Rasa-5 V950;Beku;400;2513;138;20;kg;BEK-0950;8990000000950
Indomie Goreng V951;Makanan;400;2650;191;1;ml;MAK-0951;8990000000951
Teh Kotak Rasa-7 V952;Minuman;400;2787;4;7;pcs;MIN-0952;8990000000952
Biskuit 150g Rasa-8 V953;Snack;400;2924;57;13;kg;SNA-0953;8990000000953
Kecap Asin Rasa-9 V954;Bumbu;452;3061;110;19;ml;BUM-0954;8990000000954
Minyak Goreng 2L Rasa-1 V955;Sembako;536;3198;163;25;pcs;SEM-0955;8990000000955
Susu UHT Vanila V956;Susu;620;3335;216;6;kg;SUS-0956;8990000000956
Sikat Gigi Rasa-3 V957;Perawatan;704;3472;29;12;ml;PER-0957;8990000000957
Tali Rasa-4 V958;Lain-lain;788;3609;82;18;pcs;LAI-0958;8990000000958
Pemutih Rasa-5 V959;Rumahan;872;3746;135;24;kg;RUM-0959;8990000000959
Otak-otak Rasa-6 V960;Beku;956;3883;188;5;ml;BEK-0960;8990000000960
Indomie Goreng V961;Makanan;1040;4020;1;11;pcs;MAK-0961;8990000000961
Teh Kotak Rasa-8 V962;Minuman;1124;4157;54;17;kg;MIN-0962;8990000000962
Biskuit 150g Rasa-9 V963;Snack;1208;4294;107;23;ml;SNA-0963;8990000000963
Kecap Asin Rasa-1 V964;Bumbu;1292;4431;160;4;pcs;BUM-0964;8990000000964
Minyak Goreng 2L Rasa-2 V965;Sembako;1376;4568;213;10;kg;SEM-0965;8990000000965
Susu UHT Vanila V966;Susu;1460;4705;26;16;ml;SUS-0966;8990000000966
Sikat Gigi Rasa-4 V967;Perawatan;1544;4842;79;22;pcs;PER-0967;8990000000967
Tali Rasa-5 V968;Lain-lain;1628;4979;132;3;kg;LAI-0968;8990000000968
Pemutih Rasa-6 V969;Rumahan;1712;5116;185;9;ml;RUM-0969;8990000000969
Otak-otak Rasa-7 V970;Beku;1796;5253;238;15;pcs;BEK-0970;8990000000970
Indomie Goreng V971;Makanan;1880;5390;51;21;kg;MAK-0971;8990000000971
Teh Kotak Rasa-9 V972;Minuman;1964;5527;104;2;ml;MIN-0972;8990000000972
Biskuit 150g Rasa-1 V973;Snack;2048;5664;157;8;pcs;SNA-0973;8990000000973
Kecap Asin Rasa-2 V974;Bumbu;2132;5801;210;14;kg;BUM-0974;8990000000974
Minyak Goreng 2L Rasa-3 V975;Sembako;2216;5938;23;20;ml;SEM-0975;8990000000975
Susu UHT Vanila V976;Susu;2300;6075;76;1;pcs;SUS-0976;8990000000976
Sikat Gigi Rasa-5 V977;Perawatan;2384;6212;129;7;kg;PER-0977;8990000000977
Tali Rasa-6 V978;Lain-lain;2468;6349;182;13;ml;LAI-0978;8990000000978
Pemutih Rasa-7 V979;Rumahan;2552;6486;235;19;pcs;RUM-0979;8990000000979
Otak-otak Rasa-8 V980;Beku;2636;6623;48;25;kg;BEK-0980;8990000000980
Indomie Goreng V981;Makanan;2720;6760;101;6;ml;MAK-0981;8990000000981
Teh Kotak Rasa-1 V982;Minuman;2804;6897;154;12;pcs;MIN-0982;8990000000982
Biskuit 150g Rasa-2 V983;Snack;6888;7034;207;18;kg;SNA-0983;8990000000983
Kecap Asin Rasa-3 V984;Bumbu;6972;7171;20;24;ml;BUM-0984;8990000000984
Minyak Goreng 2L Rasa-4 V985;Sembako;7056;7308;73;5;pcs;SEM-0985;8990000000985
Susu UHT Vanila V986;Susu;7140;7445;126;11;kg;SUS-0986;8990000000986
Sikat Gigi Rasa-6 V987;Perawatan;7224;7582;179;17;ml;PER-0987;8990000000987
Tali Rasa-7 V988;Lain-lain;7308;7719;232;23;pcs;LAI-0988;8990000000988
Pemutih Rasa-8 V989;Rumahan;7392;7856;45;4;kg;RUM-0989;8990000000989
Otak-otak Rasa-9 V990;Beku;7476;7993;98;10;ml;BEK-0990;8990000000990
Indomie Goreng V991;Makanan;7560;8130;151;16;pcs;MAK-0991;8990000000991
Teh Kotak Rasa-2 V992;Minuman;7644;8267;204;22;kg;MIN-0992;8990000000992
Biskuit 150g Rasa-3 V993;Snack;7728;8404;17;3;ml;SNA-0993;8990000000993
Kecap Asin Rasa-4 V994;Bumbu;7812;8541;70;9;pcs;BUM-0994;8990000000994
Minyak Goreng 2L Rasa-5 V995;Sembako;7896;8678;123;15;kg;SEM-0995;8990000000995
Susu UHT Vanila V996;Susu;7980;8815;176;21;ml;SUS-0996;8990000000996
Sikat Gigi Rasa-7 V997;Perawatan;8064;8952;229;2;pcs;PER-0997;8990000000997
Tali Rasa-8 V998;Lain-lain;8148;9089;42;8;kg;LAI-0998;8990000000998
Pemutih Rasa-9 V999;Rumahan;8232;9226;95;14;ml;RUM-0999;8990000000999
Otak-otak Rasa-1 V1000;Beku;8316;9363;148;20;pcs;BEK-1000;8990000001000
